"Id_Attribution_Materiel_Prof","Cle_Personnel","Clé_Elève","Cle_Inventaire_Materiel","Date_Heure_Pret_Materiel","Date_Heure_Retour_Materiel","Clé_Etat_Initial","Clé_Etat_Final","Dégradation","Remise"
6169,,753,2345,2025-09-03 10:28:23.000,,1,,0,0
6170,,753,2499,2025-09-03 10:28:24.000,,1,,0,0
6171,,725,2459,2025-09-03 10:28:28.000,,1,,0,0
6172,,725,2344,2025-09-03 10:28:36.000,,1,,0,0
6173,,725,284,2025-09-03 10:28:37.000,,7,,0,0
6174,,726,2281,2025-09-03 10:28:41.000,,1,,0,0
6175,,726,2467,2025-09-03 10:28:47.000,,1,,0,0
6176,,726,2342,2025-09-03 10:28:48.000,,1,,0,0
6177,,757,294,2025-09-03 10:28:51.000,,7,,0,0
6178,,757,2341,2025-09-03 10:28:58.000,,1,,0,0
6179,,757,2458,2025-09-03 10:28:59.000,,1,,0,0
6180,,729,2468,2025-09-03 10:29:02.000,,1,,0,0
6181,,729,2336,2025-09-03 10:29:06.000,,1,,0,0
6182,,729,332,2025-09-03 10:29:07.000,,7,,0,0
6183,,761,2469,2025-09-03 10:29:10.000,,1,,0,0
6184,,761,2335,2025-09-03 10:29:15.000,,1,,0,0
6185,,761,341,2025-09-03 10:29:16.000,,7,,0,0
6186,,766,2334,2025-09-03 10:29:21.000,,1,,0,0
6187,,766,277,2025-09-03 10:29:26.000,,7,,0,0
6188,,766,2496,2025-09-03 10:29:32.000,,1,,0,0
6189,,735,2332,2025-09-03 10:29:36.000,,1,,0,0
6190,,735,2490,2025-09-03 10:29:39.000,,1,,0,0
6191,,735,301,2025-09-03 10:29:41.000,,7,,0,0
6192,,767,325,2025-09-03 10:29:46.000,,7,,0,0
6193,,767,2333,2025-09-03 10:29:48.000,,1,,0,0
6194,,767,2491,2025-09-03 10:29:49.000,,1,,0,0
6195,,768,2358,2025-09-03 10:29:55.000,,1,,0,0
6196,,768,280,2025-09-03 10:29:59.000,,7,,0,0
6197,,768,2492,2025-09-03 10:30:01.000,,1,,0,0
6198,,771,2330,2025-09-03 10:30:05.000,,1,,0,0
6199,,771,319,2025-09-03 10:30:08.000,,7,,0,0
6200,,771,2493,2025-09-03 10:30:19.000,,1,,0,0
6201,,775,2329,2025-09-03 10:30:25.000,,1,,0,0
6202,,775,2494,2025-09-03 10:30:27.000,,1,,0,0
6203,,775,312,2025-09-03 10:30:29.000,,7,,0,0
6204,,778,2283,2025-09-03 10:30:33.000,,1,,0,0
6205,,778,2328,2025-09-03 10:30:37.000,,1,,0,0
6206,,778,2495,2025-09-03 10:30:37.000,,1,,0,0
6207,,781,302,2025-09-03 10:30:41.000,,7,,0,0
6208,,781,2497,2025-09-03 10:30:43.000,,1,,0,0
6209,,781,2326,2025-09-03 10:30:44.000,,1,,0,0
6210,,783,2280,2025-09-03 10:30:47.000,,1,,0,0
6211,,783,2498,2025-09-03 10:30:50.000,,1,,0,0
6212,,783,2327,2025-09-03 10:30:51.000,,1,,0,0
6213,,782,279,2025-09-03 10:30:53.000,,7,,0,0
6214,,782,2325,2025-09-03 10:30:57.000,,1,,0,0
6215,,782,2457,2025-09-03 10:30:58.000,,1,,0,0
6216,,784,272,2025-09-03 10:31:01.000,,7,,0,0
6217,,784,2456,2025-09-03 10:31:03.000,,1,,0,0
6218,,784,2324,2025-09-03 10:31:07.000,,1,,0,0
6219,,789,2323,2025-09-03 10:31:09.000,,1,,0,0
6220,,789,2455,2025-09-03 10:31:11.000,,1,,0,0
6221,,789,290,2025-09-03 10:31:12.000,,7,,0,0
6222,,794,305,2025-09-03 10:31:15.000,,7,,0,0
6223,,794,2454,2025-09-03 10:31:18.000,,1,,0,0
6224,,794,2322,2025-09-03 10:31:19.000,,1,,0,0
6225,,795,283,2025-09-03 10:31:22.000,,7,,0,0
6226,,795,2453,2025-09-03 10:31:25.000,,1,,0,0
6227,,795,2307,2025-09-03 10:31:26.000,,1,,0,0
6228,,800,317,2025-09-03 10:31:28.000,,7,,0,0
6229,,800,2452,2025-09-03 10:31:31.000,,1,,0,0
6230,,800,2321,2025-09-03 10:31:31.000,,1,,0,0
6231,,718,323,2025-09-03 10:31:34.000,,7,,0,0
6232,,718,2451,2025-09-03 10:31:37.000,,1,,0,0
6233,,718,2320,2025-09-03 10:31:38.000,,1,,0,0
6234,,801,286,2025-09-03 10:31:41.000,,7,,0,0
6235,,801,2450,2025-09-03 10:31:43.000,,1,,0,0
6236,,801,2319,2025-09-03 10:31:44.000,,1,,0,0
6237,,803,2266,2025-09-03 10:31:49.000,,1,,0,0
6238,,803,2435,2025-09-03 10:31:52.000,,1,,0,0
6239,,803,2312,2025-09-03 10:31:53.000,,1,,0,0
6240,,749,2265,2025-09-03 10:31:55.000,,1,,0,0
6241,,749,2436,2025-09-03 10:32:12.000,,1,,0,0
6242,,749,2311,2025-09-03 10:32:13.000,,1,,0,0
6243,,589,863,2025-09-09 07:51:07.000,,7,,0,0
6244,,589,810,2025-09-09 07:52:15.000,,7,,0,0
6245,,589,1057,2025-09-09 07:52:19.000,,7,,0,0
6246,,589,1739,2025-09-09 07:52:26.000,,2,,0,0
6247,,589,2152,2025-09-09 07:52:31.000,,1,,0,0
6248,,663,2219,2025-09-09 07:54:39.000,,1,,0,0
6249,101,,900,2025-09-12 15:12:04.000,,7,,0,0
6250,103,,2282,2025-09-15 17:42:33.000,,1,,0,0
6253,,580,940,2025-10-16 08:00:42.000,,7,,0,0
6254,,580,1730,2025-10-16 08:00:47.000,,2,,0,0
6255,,580,1051,2025-10-16 08:00:52.000,,7,,0,0
6256,,580,812,2025-10-16 08:00:57.000,,7,,0,0
6257,,580,839,2025-10-16 08:01:01.000,,7,,0,0
6258,,641,2229,2025-10-16 08:01:23.000,,3,,0,0
